PEPOPLE
PEPOPLE
5,256,91
5,256,91
10,256,1
10,256,1
15,256,3
15,256,4
20,256,8
20,256,8
25,256,15
25,256,15
30,256,33
30,256,34
35,256,65
35,256,65
40,256,113
40,256,113
45,256,170
45,256,170
50,256,149
50,256,149
55,256,146
55,256,146
60,256,217
60,256,217
65,256,371
65,256,371
70,256,476
70,256,476
75,256,393
75,256,393
80,256,752
80,256,752
85,256,644
85,256,644
90,256,853
90,256,853
95,256,1128
95,256,1128
100,256,1496
100,256,1496
105,256,1793
105,256,1793
110,256,2005
110,256,2005
115,256,2350
115,256,2350
120,256,2639
120,256,2639
125,256,2972
125,256,2972
130,256,3435
130,256,3434
135,256,3788
135,256,3788
140,256,4270
THREAD_NUM
140,256,4270
THREAD_NUM
80,8,4368
80,12,1710
80,16,1413
80,20,1185
80,24,1093
80,28,895
80,32,798
80,36,1270
80,40,1122
80,44,1139
80,48,986
80,52,975
80,56,900
80,60,823
80,64,763
80,68,946
80,72,1003
80,76,920
80,80,869
80,84,875
80,88,851
80,92,809
80,96,777
80,100,888
80,104,859
80,108,857
80,112,879
80,116,845
80,120,779
80,124,785
80,128,763
