PEPOPLE
PEPOPLE
PEPOPLE
5,256,120
5,256,120
5,256,120
10,256,1
10,256,2
10,256,2
15,256,2
15,256,4
15,256,4
20,256,4
20,256,11
20,256,11
25,256,10
30,256,18
25,256,21
25,256,21
35,256,29
30,256,38
30,256,38
40,256,44
35,256,53
35,256,53
45,256,61
40,256,84
40,256,84
50,256,79
45,256,68
45,256,68
55,256,100
50,256,130
50,256,130
60,256,130
55,256,138
55,256,138
65,256,159
60,256,247
60,256,247
70,256,201
65,256,287
65,256,287
70,256,315
70,256,315
75,256,725
75,256,442
75,256,442
80,256,507
80,256,525
80,256,525
85,256,540
85,256,595
85,256,595
90,256,721
90,256,706
90,256,706
95,256,959
95,256,856
95,256,856
100,256,852
100,256,951
100,256,951
105,256,1053
105,256,1177
105,256,1177
110,256,1099
110,256,1247
110,256,1247
115,256,1561
115,256,1476
115,256,1475
120,256,1575
120,256,1666
120,256,1666
125,256,1774
125,256,1888
125,256,1888
130,256,1994
130,256,2107
130,256,2107
135,256,2211
135,256,2389
135,256,2389
140,256,2739
THREAD_NUM
140,256,2644
THREAD_NUM
140,256,2644
THREAD_NUM
80,8,4341
80,12,1073
80,16,914
80,20,750
80,24,619
80,28,535
80,32,540
80,36,787
80,40,721
80,44,675
80,48,627
80,52,570
80,56,478
80,60,480
80,64,490
80,68,579
80,72,538
80,76,550
80,80,577
80,84,520
80,88,445
80,92,511
80,96,477
80,100,482
80,104,527
80,108,535
80,112,497
80,116,454
80,120,505
80,124,447
80,128,430
